,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Aatrox,3,2,1,66.7%,2,1.67,4.67,4,244.33,8.37,11.4,390,46.5%,14%,21.2%
Renekton,2,2,0,100%,1,1,8.5,9.5,289.5,9.6,13,432,76%,8%,22.7%
Sylas,1,1,0,100%,3,2,6,4.5,306,8.31,15.2,412,75%,25%,21%
Kennen,1,0,1,0%,0,5,4,0.8,235,7.02,9.8,293,80%,0%,19.8%
