,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Cassiopeia,2,2,0,100%,5.5,1,6.5,12,286,8.13,14.2,403,72.7%,33.3%,21.5%
Qiyana,1,0,1,0%,4,3,1,1.67,246,7.14,12,349,71.4%,57.1%,22.2%
