,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Leona,1,1,0,100%,0,3,4,1.33,52,1.52,7.9,229,30.8%,0%,12.9%
Alistar,1,0,1,0%,0,3,6,2,37,1.04,7.2,201,54.5%,0%,12%
