,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Gragas,3,2,1,66.7%,3,1.67,6.67,5.8,162,5.53,10.2,349,69%,21.4%,19.2%
Camille,1,1,0,100%,3,2,6,4.5,145,4.58,10.1,320,60%,20%,17.4%
Sejuani,1,0,1,0%,1,2,1,1,127,4.86,7.7,295,66.7%,33.3%,19.3%
Xin Zhao,1,0,1,0%,1,5,2,0.6,188,5.22,11.2,310,50%,16.7%,18.6%
