,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Kennen,3,3,0,100%,2.67,1.67,8,6.4,257,7.1,13.8,383,65.3%,16.3%,20%
Gnar,3,1,2,33.3%,2.33,1.33,1,2.5,305.67,8.81,13.8,396,35.7%,25%,22.8%
Aatrox,2,2,0,100%,2.5,1,4.5,7,333,9.93,14.9,445,42.4%,15.2%,22.2%
Rumble,2,2,0,100%,1.5,0,9.5,22,271.5,7.65,12.8,362,64.7%,8.8%,18.9%
Akali,1,1,0,100%,9,4,12,5.25,302,6.02,18.8,375,65.6%,28.1%,21.1%
Kled,1,1,0,100%,2,3,9,3.67,268,7.7,13.4,385,68.8%,12.5%,19.6%
Urgot,1,1,0,100%,5,2,6,5.5,289,8.49,14.1,415,64.7%,29.4%,21.4%
