,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Irelia,2,2,0,100%,4,1,4,8,315.5,9.23,14.6,429,53.3%,26.7%,22.5%
Kennen,2,2,0,100%,1.5,2,5.5,3.5,243.5,7.73,12.1,383,50%,10.7%,19.1%
Jayce,2,0,2,0%,3.5,3.5,5,2.43,270,8.15,13.3,400,60.7%,25%,22.1%
Vladimir,1,1,0,100%,4,0,4,8,266,8.51,12.7,406,44.4%,22.2%,20%
Aatrox,1,0,1,0%,1,1,3,4,237,7.83,10.2,338,80%,20%,21.6%
