,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Lucian,3,1,2,33.3%,1.33,2.67,5.33,2.5,324,10.25,-,-,80%,16%,-
Caitlyn,2,2,0,100%,2.5,1,8,10.5,358.5,11.27,-,-,67.7%,16.1%,-
Xayah,1,0,1,0%,2,1,2,4,337,10.53,-,-,80%,40%,-
