,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Olaf,2,2,0,100%,7,1,7.5,14.5,181,6.35,12.4,436,69%,33.3%,21.3%
Gragas,2,1,1,50%,3.5,4.5,12,3.44,178.5,5.11,12.3,353,63.3%,14.3%,19.4%
Lee Sin,2,0,2,0%,0.5,4,2.5,0.75,117.5,4.35,7.6,282,66.7%,11.1%,19.3%
