,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Syndra,3,1,2,33.3%,2.67,1.33,2.33,3.75,297.67,9.93,12.2,406,55.6%,29.6%,24.7%
Orianna,2,1,1,50%,5,2.5,5,4,312,8.66,14.3,396,71.4%,35.7%,22.6%
Sett,1,1,0,100%,4,0,13,17,246,7.56,13.4,413,73.9%,17.4%,20.8%
