,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Lee Sin,12,6,6,50%,2.33,2.42,5.33,3.17,186.25,5.63,10.8,326,66.7%,20.3%,18.7%
Elise,7,3,4,42.9%,2.43,2,4.43,3.43,192.71,5.85,10.8,326,60.8%,21.5%,18.7%
Gragas,6,2,4,33.3%,0.83,3.83,5.17,1.57,227.5,5.89,12,310,72%,10%,18.5%
Jarvan IV,4,3,1,75%,2,2.5,9.75,4.7,177.25,5.13,11.2,325,87%,14.8%,18.3%
Rek'Sai,4,3,1,75%,4.5,2.75,5,3.45,195.25,5.71,12,350,64.4%,30.5%,19.1%
Olaf,1,1,0,100%,4,2,6,5,215,5.29,13.3,327,66.7%,26.7%,17.8%
Taliyah,1,1,0,100%,2,1,6,8,284,8.03,13.1,370,72.7%,18.2%,21.2%
Sylas,1,0,1,0%,1,3,1,0.67,173,5.45,9.2,289,66.7%,33.3%,19.1%
Trundle,1,0,1,0%,1,1,4,5,191,4.68,11.8,288,62.5%,12.5%,17%
