,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Tristana,2,1,1,50%,4.5,1,3.5,8,409,10.4,17.6,448,80%,45%,26.8%
Xayah,1,1,0,100%,2,1,13,15,319,10.11,15.2,482,83.3%,11.1%,23.6%
Kai'Sa,1,0,1,0%,2,2,1,1.5,290,9.21,12.5,397,75%,50%,25.7%
Lucian,1,0,1,0%,5,3,6,3.67,432,9.78,19.7,447,78.6%,35.7%,26.6%
