,gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
21971,TRLT3/60206,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60206?gameHash=f834d131eb518397&amp;tab=overview,MSI,2016,,0,2016-05-05 09:52:50,1,6.08,200,Red,team,,Counter Logic Gaming,,Lissandra,Trundle,Maokai,,,1990,0,9,24,10,9,24,1.0,0.0,0.0,0.0,0.0,,,,0.2714,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,1.0,0.0,0.0,1.0,56804.0,1712.6834,,3023.3065,0.0,115.0,3.4673,51.0,1.5377,16.0,0.0,0.0,52516,30942.0,932.9246,,49975.0,-0.124941,,828.0,109.0,96.0,13.0,28.2513,14424.0,16920.0,253.0,15732.0,18201.0,243.0,-1308.0,-1281.0,10.0,3.0,3.0,5.0,5.0,6.0,3.0,24767.0,28518.0,408.0,24717.0,29311.0,379.0,50.0,-793.0,29.0,8.0,8.0,11.0,11.0,12.0,8.0
22006,TRLT3/60240,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60240?gameHash=759f5744da9c0f02&amp;tab=overview,MSI,2016,,0,2016-05-06 06:28:16,1,6.08,100,Blue,team,,Counter Logic Gaming,,Alistar,Maokai,Ryze,,,2623,1,16,19,45,16,19,2.0,1.0,0.0,0.0,0.0,,,,0.366,0.8006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,9.0,5.0,1.0,1.0,2.0,1.0,98856.0,2261.2886,,3298.4674,0.0,164.0,3.7514,63.0,1.4411,30.0,0.0,0.0,78546,50515.0,1155.509,,71275.0,0.00147425,,951.0,173.0,145.0,28.0,25.711,13632.0,17804.0,257.0,14779.0,18885.0,277.0,-1147.0,-1081.0,-20.0,0.0,0.0,1.0,1.0,1.0,0.0,22080.0,28475.0,432.0,22338.0,29641.0,457.0,-258.0,-1166.0,-25.0,0.0,0.0,1.0,1.0,1.0,0.0
22042,TRLT3/60263,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60263?gameHash=b5bb778960ef9dec&amp;tab=overview,MSI,2016,,0,2016-05-06 09:51:33,1,6.08,100,Blue,team,,Counter Logic Gaming,,Fizz,Twisted Fate,Bard,,,1833,1,19,9,45,19,9,2.0,1.0,0.0,0.0,1.0,,,,0.6219,0.9165,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,10.0,2.0,1.0,1.0,2.0,0.0,70106.0,2294.7954,,2871.0311,0.0,97.0,3.1751,39.0,1.2766,12.0,0.0,0.0,59920,39947.0,1307.5941,,49220.0,0.0895776,,678.0,137.0,96.0,41.0,26.6776,16247.0,16262.0,238.0,16732.0,15532.0,220.0,-485.0,730.0,18.0,3.0,5.0,4.0,4.0,10.0,3.0,24304.0,25047.0,371.0,23711.0,23775.0,365.0,593.0,1272.0,6.0,4.0,6.0,4.0,4.0,10.0,4.0
22091,TRLT3/60322,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60322?gameHash=a7d97cf415222663&amp;tab=overview,MSI,2016,,0,2016-05-07 08:27:46,1,6.08,200,Red,team,,Counter Logic Gaming,,Alistar,Ryze,Maokai,,,1992,0,7,12,19,7,12,0.0,0.0,0.0,0.0,1.0,,,,0.2108,0.5723,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,8.0,0.0,0.0,0.0,1.0,78828.0,2374.3373,,3446.8373,0.0,111.0,3.3434,57.0,1.7169,21.0,0.0,0.0,56257,34663.0,1044.0663,,52525.0,-0.0318501,,868.0,143.0,125.0,18.0,30.4518,14977.0,18375.0,287.0,14198.0,18299.0,280.0,779.0,76.0,7.0,1.0,3.0,0.0,0.0,0.0,1.0,22488.0,29303.0,462.0,22118.0,29620.0,480.0,370.0,-317.0,-18.0,1.0,3.0,0.0,0.0,0.0,1.0
22114,TRLT3/60329,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60329?gameHash=ded0b72947b56b70&amp;tab=overview,MSI,2016,,0,2016-05-07 10:11:55,1,6.08,100,Blue,team,,Counter Logic Gaming,,Twitch,Alistar,Maokai,,,2534,1,22,20,46,22,20,1.0,1.0,0.0,0.0,0.0,,,,0.5209,0.9945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,7.0,9.0,1.0,1.0,1.0,2.0,94856.0,2245.9984,,2932.423,0.0,156.0,3.6938,67.0,1.5864,23.0,0.0,0.0,79378,52255.0,1237.2928,,70375.0,-0.148026,,1133.0,143.0,123.0,20.0,30.2131,13983.0,15742.0,226.0,15815.0,18596.0,288.0,-1832.0,-2854.0,-62.0,2.0,2.0,4.0,4.0,4.0,2.0,24435.0,27952.0,364.0,26827.0,31028.0,445.0,-2392.0,-3076.0,-81.0,9.0,8.0,10.0,10.0,11.0,9.0
22151,TRLT3/50384,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/50384?gameHash=d2186ada50089391&amp;tab=overview,MSI,2016,,0,2016-05-08 04:17:19,1,6.08,200,Red,team,,Counter Logic Gaming,,Alistar,Maokai,LeBlanc,,,2231,1,13,9,27,13,9,0.0,0.0,0.0,0.0,1.0,,,,0.3496,0.5917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,9.0,3.0,0.0,1.0,2.0,0.0,69359.0,1865.325,,2860.2331,0.0,131.0,3.5231,56.0,1.5061,25.0,0.0,0.0,66266,42234.0,1135.8315,,62600.0,0.147789,,876.0,148.0,130.0,18.0,27.5392,15875.0,17580.0,268.0,14480.0,17265.0,266.0,1395.0,315.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24734.0,27215.0,440.0,21076.0,25599.0,411.0,3658.0,1616.0,29.0,1.0,3.0,0.0,0.0,0.0,1.0
22187,TRLT3/60388,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/60388?gameHash=ed2237c1fa11dc22&amp;tab=overview,MSI,2016,,0,2016-05-08 07:14:19,1,6.08,200,Red,team,,Counter Logic Gaming,,Nidalee,Zed,Trundle,,,1406,1,15,8,38,15,8,2.0,0.0,0.0,0.0,0.0,,,,0.6401,0.9815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,1.0,1.0,1.0,1.0,0.0,45552.0,1943.8976,,2613.926,0.0,70.0,2.9872,22.0,0.9388,14.0,0.0,0.0,46282,30665.0,1308.606,,38875.0,0.0949815,,582.0,92.0,83.0,9.0,28.7624,15149.0,18647.0,268.0,14684.0,18935.0,263.0,465.0,-288.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,23662.0,30791.0,438.0,23579.0,31364.0,437.0,83.0,-573.0,1.0,5.0,6.0,5.0,5.0,6.0,5.0
22258,TRLT3/70021,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/70021?gameHash=50f9d2ed618ae11b&amp;tab=overview,MSI,2016,,0,2016-05-14 05:11:50,1,6.08,100,Blue,team,,Counter Logic Gaming,,Alistar,LeBlanc,Gangplank,,,1888,1,11,5,32,11,5,1.0,0.0,0.0,0.0,1.0,,,,0.3496,0.5085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,11.0,3.0,1.0,1.0,3.0,0.0,49453.0,1571.5996,,2402.3199,0.0,112.0,3.5593,52.0,1.6525,22.0,0.0,0.0,63720,43186.0,1372.4364,,55250.0,0.1394,,905.0,148.0,107.0,41.0,33.464,14424.0,18870.0,303.0,13903.0,18870.0,265.0,521.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,23592.0,29726.0,481.0,21998.0,28866.0,435.0,1594.0,860.0,46.0,1.0,3.0,0.0,0.0,0.0,1.0
22270,TRLT3/70034,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/70034?gameHash=4fc001a2dece10bf&amp;tab=overview,MSI,2016,,0,2016-05-14 06:30:23,2,6.08,100,Blue,team,,Counter Logic Gaming,,Alistar,LeBlanc,Soraka,,,2083,0,5,14,11,5,14,1.0,0.0,0.0,0.0,0.0,,,,0.144,0.5473,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,11.0,0.0,0.0,0.0,4.0,44100.0,1270.2832,,2310.5329,0.0,118.0,3.3989,62.0,1.7859,20.0,0.0,0.0,54637,32114.0,925.0312,,53175.0,-0.167485,,920.0,121.0,104.0,17.0,29.9856,15081.0,15166.0,246.0,15644.0,16341.0,262.0,-563.0,-1175.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,22571.0,24823.0,413.0,24746.0,26886.0,434.0,-2175.0,-2063.0,-21.0,0.0,0.0,1.0,1.0,1.0,0.0
22282,TRLT3/70035,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLT3/70035?gameHash=dc11f38d6243e85e&amp;tab=overview,MSI,2016,,0,2016-05-14 07:30:22,3,6.08,100,Blue,team,,Counter Logic Gaming,,Alistar,LeBlanc,Maokai,,,2367,1,16,12,42,16,12,1.0,0.0,0.0,0.0,0.0,,,,0.4056,0.7098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,10.0,4.0,0.0,0.0,2.0,0.0,80847.0,2049.3536,,2986.8441,0.0,155.0,3.929,77.0,1.9518,29.0,0.0,0.0,75737,50318.0,1275.488,,69325.0,0.109547,,1028.0,172.0,133.0,39.0,30.4183,13941.0,17112.0,273.0,16321.0,19513.0,291.0,-2380.0,-2401.0,-18.0,0.0,0.0,4.0,4.0,6.0,0.0,22216.0,27781.0,446.0,25073.0,30199.0,474.0,-2857.0,-2418.0,-28.0,0.0,0.0,4.0,4.0,6.0,0.0
