,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Akali,1,1,0,100%,5,2,3,4,312,9.38,14.4,433,57.1%,35.7%,22.1%
Jayce,1,1,0,100%,4,2,13,8.5,196,7.15,11.3,412,70.8%,16.7%,19.1%
Zoe,1,1,0,100%,7,0,7,14,237,7.28,14.4,442,87.5%,43.8%,22.8%
