,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Aatrox,2,2,0,100%,3,1,4,7,266.5,8.62,13.4,434,48.3%,20.7%,23.5%
Irelia,2,2,0,100%,3,2,3.5,3.25,256,8.63,12.4,419,46.4%,21.4%,22.1%
Gangplank,1,1,0,100%,2,1,3,5,220,8.97,11.3,461,35.7%,14.3%,23.3%
Hecarim,1,1,0,100%,4,1,7,11,268,7.21,14.5,391,61.1%,22.2%,22.3%
Ryze,1,1,0,100%,8,1,2,10,248,8.66,12.7,444,76.9%,61.5%,24.1%
Viktor,1,1,0,100%,5,5,7,2.4,195,6.6,12.1,411,54.5%,22.7%,22.2%
Jayce,1,0,1,0%,2,6,1,0.5,265,9.38,12,425,42.9%,28.6%,27.2%
