,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Jarvan IV,4,4,0,100%,3.25,2,15,9.13,140.5,5.22,10.4,388,82%,14.6%,18.6%
Sejuani,4,4,0,100%,2.5,0.5,9.25,23.5,142.75,5.44,9.9,377,61.8%,13.2%,18.1%
Sylas,3,3,0,100%,6,2.33,12,7.71,171,6.06,11.9,421,60%,20%,19.3%
Elise,3,2,1,66.7%,4,3,4.33,2.78,140.67,5.2,9.5,349,51%,24.5%,18.9%
Lee Sin,1,1,0,100%,7,1,11,18,118,4.76,10.4,417,75%,29.2%,20.1%
Qiyana,1,1,0,100%,11,4,3,3.5,139,5.26,11.7,444,63.6%,50%,21.7%
Gragas,1,0,1,0%,0,4,2,0.5,110,3.83,7.2,250,40%,0%,16.8%
Olaf,1,0,1,0%,2,5,4,1.2,141,5.26,8.5,316,54.5%,18.2%,18.6%
