,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Aatrox,5,2,3,40%,3.2,2.4,3.6,2.83,246,6.95,12.7,358,59.6%,28.1%,21.1%
Gangplank,1,1,0,100%,2,3,7,3,351,8.03,17.6,402,60%,13.3%,24%
Kalista,1,1,0,100%,2,0,7,9,343,10.44,15.6,474,69.2%,15.4%,24.8%
Renekton,1,1,0,100%,5,3,7,4,215,8.73,11.7,473,66.7%,27.8%,23.3%
Irelia,1,0,1,0%,5,5,3,1.6,355,8.02,16.6,374,80%,50%,24.3%
Pantheon,1,0,1,0%,4,2,4,4,278,7.09,14.4,366,72.7%,36.4%,21.9%
