,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Jarvan IV,1,0,1,0%,2,3,1,1,146,4.82,8.8,290,50%,33.3%,18.5%
Rek'Sai,1,0,1,0%,1,3,2,1,197,4.33,11.6,255,60%,20%,16.7%
Sejuani,1,0,1,0%,2,4,3,1.25,147,4.97,8.6,291,71.4%,28.6%,19%
