,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Jarvan IV,15,12,3,80%,2.07,1.8,10.33,6.89,171.27,5.29,10.8,335,86.1%,14.4%,18.5%
Rek'Sai,10,9,1,90%,2.8,1.7,5.4,4.82,189.3,5.71,11.5,348,59.9%,20.4%,19%
Lee Sin,6,2,4,33.3%,1.33,2.17,2.67,1.85,179.67,5.24,10.3,302,64.9%,21.6%,18.2%
Sejuani,5,4,1,80%,1.6,1,7.2,8.8,188.6,5.92,10.5,331,67.7%,12.3%,18%
Elise,2,2,0,100%,2.5,1,4.5,7,181,5.78,10.6,338,53.8%,19.2%,18.1%
Trundle,2,1,1,50%,4,3,9,4.33,181.5,4.17,13.3,306,72.2%,22.2%,17.5%
Gragas,2,0,2,0%,0.5,2,2,1.25,193.5,5.12,10.2,271,83.3%,16.7%,16.9%
Ekko,1,1,0,100%,6,0,3,9,209,7.25,12,417,69.2%,46.2%,21.4%
Sylas,1,0,1,0%,3,4,3,1.5,208,5.18,11.5,287,85.7%,42.9%,18.3%
