,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Ezreal,6,3,3,50%,4.17,0.83,2.67,8.2,339.33,9.92,-,-,65.1%,39.7%,-
Kai'Sa,2,2,0,100%,6,0.5,3,18,313.5,10.13,14.7,473,85.7%,57.1%,25.7%
Xayah,2,1,1,50%,4,2,6,5,386.5,10.53,-,-,74.1%,29.6%,-
Lucian,1,1,0,100%,3,2,9,6,536,11.64,23,500,70.6%,17.6%,25.4%
