,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Kalista,3,3,0,100%,5.33,2,11,8.17,292.67,9.19,14.8,464,71%,23.2%,23.7%
Aphelios,2,2,0,100%,4.5,2.5,7,4.6,316,9.16,15.5,450,47.9%,18.8%,23.6%
Caitlyn,2,2,0,100%,4.5,0.5,7,23,217,9.26,11.2,480,52.3%,20.5%,23.1%
Kai'Sa,1,1,0,100%,4,1,13,17,277,9.36,13.5,457,77.3%,18.2%,23%
Karthus,1,1,0,100%,6,3,6,4,247,8.33,13.2,444,54.5%,27.3%,21.5%
Ezreal,1,0,1,0%,1,5,2,0.6,262,8.31,11.4,363,33.3%,11.1%,22.1%
