,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Kled,5,3,2,60%,5.4,2.2,4.2,4.36,252.6,7.89,13.4,418,48.5%,27.3%,22.4%
Akali,2,2,0,100%,5,2,5,5,266,8.79,13.2,436,45.5%,22.7%,21.7%
Irelia,1,1,0,100%,1,2,6,3.5,286,9.62,13,436,41.2%,5.9%,21.8%
Gnar,1,0,1,0%,1,2,3,2,260,9.4,11.2,406,40%,10%,24.5%
Shen,1,0,1,0%,0,4,7,1.75,221,7.21,9.8,319,53.8%,0%,18.3%
