,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Lee Sin,6,6,0,100%,4.5,3,9.67,4.72,133.17,4.09,11.1,341,72.6%,23.1%,16.8%
Gragas,5,3,2,60%,3,2.8,6.8,3.5,144.2,4.34,10.5,315,55.7%,17%,16.4%
Elise,2,2,0,100%,4.5,1.5,5.5,6.67,186.5,5.19,12.8,357,55.6%,25%,17.8%
Ivern,1,1,0,100%,1,1,9,10,141,5.23,9.4,347,66.7%,6.7%,18.1%
Kha'Zix,1,1,0,100%,6,5,10,3.2,156,4.92,11.5,364,39%,14.6%,17.4%
Rek'Sai,1,1,0,100%,5,2,3,4,143,5.28,10.8,401,57.1%,35.7%,18.7%
Karthus,1,0,1,0%,1,4,8,2.25,209,6.67,11.4,363,69.2%,7.7%,19.3%
Sylas,1,0,1,0%,1,6,1,0.33,157,4.73,9.8,295,66.7%,33.3%,17.3%
