,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Tahm Kench,3,3,0,100%,2,2,9,5.5,66,2.05,9.6,299,73.3%,13.3%,15.4%
Alistar,1,1,0,100%,1,0,6,7,35,1.46,5.9,244,77.8%,11.1%,12.6%
Braum,1,1,0,100%,0,2,12,6,68,1.5,11,243,75%,0%,13.3%
Taric,1,1,0,100%,2,2,13,7.5,150,3.82,11.7,297,100%,13.3%,15.8%
Galio,1,0,1,0%,0,4,6,1.5,69,1.72,9,224,54.5%,0%,13.2%
Zyra,1,0,1,0%,2,3,5,2.33,37,1.06,8.9,257,70%,20%,15.3%
