,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Rakan,3,3,0,100%,0.33,2,16.33,8.33,16,0.59,7.5,276,80.6%,1.6%,13.7%
Braum,1,1,0,100%,0,5,8,1.6,95,1.96,11.6,239,72.7%,0%,12.8%
Tahm Kench,1,1,0,100%,2,3,9,3.67,32,1.73,5.5,295,52.4%,9.5%,14.5%
Taric,1,1,0,100%,1,1,11,12,116,3.73,9.1,294,80%,6.7%,15.6%
