,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Gragas,2,2,0,100%,3.5,2.5,12.5,6.4,227,6.96,12.3,377,60.4%,13.2%,18.7%
Irelia,1,1,0,100%,3,3,14,5.67,335,9.05,15.9,430,60.7%,10.7%,21.5%
Ivern,1,1,0,100%,1,2,7,4,190,6.18,9.7,314,72.7%,9.1%,17.5%
Kled,1,0,1,0%,0,1,3,3,292,8.4,11.2,321,42.9%,0%,19.6%
