,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Bard,4,2,2,50%,0.25,1.75,9.75,5.71,51.25,1.39,8.8,237,83.3%,2.1%,12.9%
Karma,3,1,2,33.3%,0.67,2.33,10,4.57,39.33,1.03,8.5,223,84.2%,5.3%,13.3%
Thresh,3,1,2,33.3%,0.33,2,6,3.17,34,0.9,8.1,215,73.1%,3.8%,12.2%
Tahm Kench,2,2,0,100%,0.5,4,8.5,2.25,31.5,0.8,8.4,215,64.3%,3.6%,11.7%
Sett,2,1,1,50%,3.5,2.5,6,3.8,42.5,1.36,7.7,247,76%,28%,13.9%
Morgana,1,1,0,100%,0,2,12,6,35,0.96,8.9,244,75%,0%,13.8%
Yuumi,1,1,0,100%,0,0,4,4,6,0.21,6.2,214,100%,0%,11.7%
Leona,1,0,1,0%,0,5,2,0.4,28,0.93,5.7,189,50%,0%,12.2%
Nautilus,1,0,1,0%,0,2,5,2.5,35,0.86,7.6,188,45.5%,0%,12%
