,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Leona,5,2,3,40%,0.4,3.6,8.6,2.5,34.4,1.15,6.9,230,60.8%,2.7%,12.8%
Thresh,4,3,1,75%,1,2.5,11,4.8,32.5,1.03,7.7,244,64.9%,5.4%,13%
Senna,3,3,0,100%,1.67,1.33,11.33,9.75,40.33,1.13,9.6,269,83%,10.6%,14.5%
Bard,3,1,2,33.3%,1.67,3.33,6,2.3,57,1.6,8.4,236,67.6%,14.7%,14.3%
Taric,1,1,0,100%,0,1,18,18,33,1.07,8.2,267,85.7%,0%,13.3%
Karma,1,0,1,0%,0,5,4,0.8,31,0.77,8.4,211,57.1%,0%,12.5%
Zilean,1,0,1,0%,0,3,6,2,50,1.84,5.9,216,85.7%,0%,14.3%
