,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Pyke,4,2,2,50%,6.75,1.75,4.75,6.57,54,1.69,11.5,360,74.2%,43.5%,18.4%
Taric,3,3,0,100%,2,0.67,10.67,19,74,2.33,9.3,293,79.2%,12.5%,15.1%
Rakan,2,2,0,100%,0.5,2,10,5.25,9.5,0.34,7.6,272,51.2%,2.4%,12.6%
Leona,1,1,0,100%,2,1,8,10,63,1.76,9.3,260,76.9%,15.4%,13.6%
Nautilus,1,1,0,100%,2,1,8,10,48,1.91,7.3,292,66.7%,13.3%,14.5%
Yuumi,1,1,0,100%,2,0,8,10,5,0.21,8,335,62.5%,12.5%,15.9%
Janna,1,0,1,0%,0,2,2,1,10,0.42,4.6,196,100%,0%,13%
Tahm Kench,1,0,1,0%,0,5,5,1,63,2.07,7.7,252,50%,0%,13.9%
