,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Renekton,2,2,0,100%,2,1,9.5,11.5,292.5,8.56,13.9,407,60.5%,10.5%,20.7%
Aatrox,1,1,0,100%,1,1,6,7,257,9.18,11.7,417,50%,7.1%,20.3%
Jayce,1,1,0,100%,3,1,4,7,319,9.41,14.4,426,58.3%,25%,23%
Kennen,1,1,0,100%,0,1,3,3,237,7.6,11,353,27.3%,0%,18%
