,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Varus,3,2,1,66.7%,5.67,2.67,6,4.38,463.33,10.64,21,481,74.5%,36.2%,25.6%
Ezreal,2,2,0,100%,1.5,0,7,17,351.5,10.47,15.3,455,60.7%,10.7%,23.5%
Lucian,1,1,0,100%,11,1,4,15,370,9.99,19.2,518,93.8%,68.8%,27.8%
Kai'Sa,1,0,1,0%,2,3,4,2,298,9.56,12.5,403,75%,25%,24.7%
Kalista,1,0,1,0%,1,2,2,1.5,217,8.98,8.8,366,75%,25%,24.2%
Vayne,1,0,1,0%,0,4,1,0.25,243,8.27,9.5,322,20%,0%,21.2%
