,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Irelia,1,1,0,100%,3,6,7,1.67,346,7.36,18,382,55.6%,16.7%,20.2%
Yasuo,1,1,0,100%,2,2,7,4.5,263,9.42,12.4,442,81.8%,18.2%,23.9%
Cassiopeia,1,0,1,0%,4,6,7,1.83,214,6.7,12.1,379,73.3%,26.7%,23.1%
Kayle,1,0,1,0%,0,5,1,0.2,175,7.32,7.2,302,100%,0%,20.9%
Tristana,1,0,1,0%,1,5,1,0.4,138,5.61,7,285,15.4%,7.7%,18%
Zoe,1,0,1,0%,0,1,3,3,339,7.8,14.7,338,37.5%,0%,18.1%
