,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Gangplank,2,2,0,100%,0.5,2.5,8,3.4,356.5,8.59,17.1,412,63%,3.7%,23.2%
Irelia,2,2,0,100%,3.5,2,6.5,5,315.5,9.03,15.1,432,48.8%,17.1%,23.1%
Jayce,2,2,0,100%,4,1,5,9,241.5,9.21,11.3,431,52.9%,23.5%,21.4%
Aatrox,2,1,1,50%,3.5,1.5,5,5.67,246.5,7.37,12.7,380,44.7%,18.4%,21.3%
Soraka,2,1,1,50%,2,1.5,10,8,157,5.08,9.3,301,85.7%,14.3%,18%
Sett,1,1,0,100%,5,1,2,7,261,7.46,14.6,417,36.8%,26.3%,21.9%
Vladimir,1,1,0,100%,6,3,5,3.67,415,9.04,21.1,459,57.9%,31.6%,25.8%
Fiora,1,0,1,0%,0,2,3,1.5,370,11.22,14.6,441,75%,0%,27.7%
Kennen,1,0,1,0%,0,6,5,0.83,247,8.22,10.8,359,35.7%,0%,21.8%
