,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Ornn,8,5,3,62.5%,2,1.88,6.38,4.47,218.13,6.78,10.8,337,69.8%,16.7%,19.5%
Jayce,1,1,0,100%,1,0,8,9,358,10.35,16,462,75%,8.3%,24.5%
Shen,1,1,0,100%,3,2,14,8.5,226,6.56,13.3,387,81%,14.3%,19.5%
Sion,1,1,0,100%,0,0,11,11,213,7.38,11.2,389,55%,0%,20.1%
Wukong,1,1,0,100%,2,0,3,5,259,8.21,13.2,419,38.5%,15.4%,21.9%
