,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Braum,7,3,4,42.9%,0.71,2.71,5,2.11,66.14,1.75,9.6,254,55.6%,6.9%,13.9%
Alistar,4,1,3,25%,0,2.5,5,2,57.5,1.44,9.4,236,55.6%,0%,13.9%
Thresh,3,0,3,0%,0.67,2.67,1.33,0.75,37,1.16,6.4,201,66.7%,22.2%,12.6%
Tahm Kench,2,0,2,0%,0,2.5,1,0.4,67.5,2.04,7.4,223,28.6%,0%,14.3%
