,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Kennen,3,3,0,100%,1.33,1.67,7.33,5.2,239,7.32,11.8,362,56.5%,8.7%,18.8%
Akali,3,1,2,33.3%,2.67,1,1,3.67,224.67,8.02,10.2,366,40.7%,29.6%,21.1%
Gnar,2,2,0,100%,3,2,8,5.5,257.5,8.11,12.9,406,52.4%,14.3%,19.8%
Camille,2,1,1,50%,1.5,2,3.5,2.5,265.5,8.09,12.4,376,47.6%,14.3%,21.2%
Sylas,2,1,1,50%,2.5,2.5,7.5,4,233,7.35,11.9,374,80%,20%,20.3%
Aatrox,2,0,2,0%,3.5,2.5,1.5,2,310.5,8.2,14.7,388,40%,28%,22.1%
Irelia,1,1,0,100%,1,4,9,2.5,261,8.08,13.2,409,40%,4%,19.8%
Kled,1,1,0,100%,1,2,8,4.5,299,7.51,14.5,364,60%,6.7%,19.1%
Jayce,1,0,1,0%,2,4,0,0.5,232,7.84,9.8,332,50%,50%,21.8%
