,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Kalista,2,0,2,0%,3,3.5,4.5,2.14,389.5,10.3,16.2,430,75%,30%,25.2%
Ezreal,1,1,0,100%,6,1,7,13,350,10.79,15.8,487,68.4%,31.6%,24.7%
Senna,1,1,0,100%,1,2,13,7,74,1.84,10.8,269,93.3%,6.7%,14.5%
Aphelios,1,0,1,0%,0,1,1,1,302,9.95,11.1,366,100%,0%,22.7%
