,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Nautilus,3,2,1,66.7%,0.67,2.67,9.33,3.75,63.67,2.17,8.1,276,61.2%,4.1%,14.1%
Rakan,2,2,0,100%,1.5,1.5,10,7.67,19,0.47,12.2,305,74.2%,9.7%,15.8%
Alistar,1,1,0,100%,0,2,12,6,55,1.92,7.3,256,75%,0%,12.9%
Braum,1,1,0,100%,0,4,10,2.5,109,2.24,12.4,255,66.7%,0%,14.1%
Thresh,1,0,1,0%,0,2,6,3,18,0.47,9.3,243,85.7%,0%,14.7%
