,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Braum,2,1,1,50%,0.5,2.5,7,3,68.5,2.17,7.8,247,71.4%,4.8%,13.7%
Galio,1,0,1,0%,0,3,2,0.67,83,2.18,8.5,224,50%,0%,14%
Thresh,1,0,1,0%,0,3,3,1,40,1.47,5.7,210,75%,0%,13.4%
