,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Braum,1,0,1,0%,0,2,3,1.5,34,0.96,6.8,194,30%,0%,11.3%
Karma,1,0,1,0%,1,1,1,2,8,0.28,6,212,66.7%,33.3%,14.2%
Leona,1,0,1,0%,0,5,3,0.6,42,1.35,6.3,203,42.9%,0%,13%
