,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Varus,4,1,3,25%,3,3,6.75,3.25,317.25,9.21,13.8,401,72.2%,22.2%,23.2%
Ezreal,3,0,3,0%,3.67,2.33,4.67,3.57,291.67,8.65,13.1,389,75.8%,33.3%,23.7%
Miss Fortune,3,0,3,0%,1.67,2.67,4,2.13,324.33,9.81,13.1,396,73.9%,21.7%,24.7%
Senna,3,0,3,0%,0.67,1.67,4.33,3,282,8.31,12.1,356,88.2%,11.8%,23.5%
Aphelios,2,1,1,50%,4.5,1,5.5,10,346.5,9.52,15.9,436,62.5%,28.1%,24.9%
Kai'Sa,1,0,1,0%,0,1,0,0,186,7.94,7.6,324,0%,0%,23.3%
