,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Ezreal,7,1,6,14.3%,2.57,1.86,4,3.54,319.14,9.28,13.8,402,78%,30.5%,24.3%
Aphelios,5,2,3,40%,2,2.8,2.6,1.64,295.2,9.44,12.3,395,51.1%,22.2%,23.6%
Kalista,2,1,1,50%,4.5,3.5,4.5,2.57,379,9.73,17.6,451,72%,36%,25.3%
Miss Fortune,2,1,1,50%,5.5,1,6.5,12,400,9.82,17.9,439,75%,34.4%,24.7%
Ashe,1,0,1,0%,1,2,4,2.5,319,8.98,13.1,368,62.5%,12.5%,22.1%
Caitlyn,1,0,1,0%,2,3,2,1.33,420,11.01,15.7,412,44.4%,22.2%,25.6%
Xayah,1,0,1,0%,3,2,0,1.5,308,9.79,13.1,416,60%,60%,26%
