,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Aatrox,4,3,1,75%,3.5,2.75,3.75,2.64,244,7.69,12.2,383,53.7%,25.9%,20.4%
Renekton,4,2,2,50%,2,3.75,5.5,2,219.75,7.54,10.5,361,49.2%,13.1%,19.7%
Shen,1,1,0,100%,2,0,15,17,241,7.77,12.7,411,70.8%,8.3%,20.1%
Jayce,1,0,1,0%,2,3,0,0.67,294,7.94,12.6,339,33.3%,33.3%,20.6%
