,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Orianna,1,1,0,100%,2,0,12,14,254,7.62,13.1,393,82.4%,11.8%,20.2%
Ryze,1,1,0,100%,2,2,7,4.5,342,7.96,15.4,358,69.2%,15.4%,20.8%
Zoe,1,1,0,100%,3,0,2,5,271,9.13,12.6,426,55.6%,33.3%,22.3%
Azir,1,0,1,0%,1,3,3,1.33,247,8.66,10.3,362,100%,25%,24.3%
Syndra,1,0,1,0%,0,4,1,0.25,180,7.75,7.2,309,100%,0%,22.5%
Vladimir,1,0,1,0%,0,3,1,0.33,255,8.46,10.1,336,100%,0%,22.1%
