,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Lee Sin,3,3,0,100%,2.33,1,7.67,10,136.33,4.78,9.9,347,63.8%,14.9%,16.9%
Taliyah,3,3,0,100%,3.33,1,8,11.33,164.67,5.52,11.3,379,72.3%,21.3%,18.8%
Rek'Sai,1,1,0,100%,1,1,7,8,153,5,10.1,331,53.3%,6.7%,16.7%
Qiyana,1,0,1,0%,4,4,10,3.5,203,4.87,13.6,327,56%,16%,17.4%
