,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Jinx,1,1,0,100%,7,0,6,13,248,9.41,12.4,472,68.4%,36.8%,23.6%
Kai'Sa,1,1,0,100%,5,1,6,11,346,10.17,16.1,474,68.8%,31.3%,23.8%
Vayne,1,1,0,100%,4,3,4,2.67,234,7.74,12.7,419,47.1%,23.5%,21.3%
Kalista,1,0,1,0%,2,6,4,1,270,8.93,11.4,377,42.9%,14.3%,21.6%
