,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Trundle,5,4,1,80%,2.2,1.6,11.2,8.38,165.2,4.93,10.8,321,85.9%,14.1%,17.5%
Sett,4,3,1,75%,4,2.25,9.25,5.89,205.25,5.37,12.7,331,76.8%,23.2%,18.4%
Graves,3,2,1,66.7%,3,1.67,9,7.2,282.33,7.12,14.6,369,85.7%,21.4%,20.2%
Volibear,3,2,1,66.7%,2.33,1.33,6.33,6.5,163.67,5.14,9.8,308,74.3%,20%,17.1%
Kindred,1,1,0,100%,4,0,10,14,182,5.84,12,384,73.7%,21.1%,19.1%
Lee Sin,1,0,1,0%,1,3,8,3,140,4.52,8.6,279,81.8%,9.1%,17.1%
Olaf,1,0,1,0%,4,4,3,1.75,167,4.98,10.5,314,70%,40%,19.2%
