,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Ornn,3,3,0,100%,0.33,1.33,9,7,243,7.55,11.2,347,54.9%,2%,17.9%
Gragas,2,2,0,100%,2.5,1.5,9.5,8,245.5,7.03,13.3,382,53.3%,11.1%,18.7%
Aatrox,2,1,1,50%,2,2,3.5,2.75,262,7.64,12.9,375,40.7%,14.8%,21.4%
Akali,1,1,0,100%,8,0,6,14,289,8.79,15.3,466,73.7%,42.1%,23.7%
Jayce,1,1,0,100%,2,0,3,5,269,9.27,11.9,410,45.5%,18.2%,22.2%
Mordekaiser,1,1,0,100%,7,1,3,10,209,7.04,12.1,406,43.5%,30.4%,19.7%
Rumble,1,1,0,100%,2,4,13,3.75,144,4.86,9.4,318,75%,10%,16.5%
