,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Jarvan IV,4,3,1,75%,0.75,2,14,7.38,148.75,4.65,10.1,316,85.5%,4.3%,17.4%
Graves,1,1,0,100%,3,2,12,7.5,264,7.43,14.1,398,93.8%,18.8%,21.4%
Kindred,1,0,1,0%,4,8,3,0.88,130,4.17,9.8,315,50%,28.6%,19.8%
Trundle,1,0,1,0%,2,8,9,1.38,145,4.25,9.9,291,78.6%,14.3%,17.8%
