,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Aatrox,1,1,0,100%,2,2,7,4.5,245,8.21,12.5,419,45%,10%,20%
Neeko,1,1,0,100%,13,1,8,21,210,8.3,14.3,564,84%,52%,26.7%
